s_str,t_str,st_samestr,s_stem,t_stem,st_samestem,s_pos,t_pos,st_precede,st_follow,class
following:,follows:,0,following:,follows:,0,PPS,PPS,1,1,paraphrase
'to evaluate','for evaluating',0,'to evaluate','for evaluate',0,'TO PPR','IN PPR',1,1,paraphrase
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
'for comparison. efficiency','to compare their efficiency.',0,'for comparison. efficiency','to compare their efficiency.',0,'IN PP POS','TO VB PRPS NN',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
on,in,0,on,in,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
MAP,?,0,MAP,?,0,NNP,?,0,0,unaligned
?,in,0,?,in,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
gap,difference,0,gap,difference,0,NN,NN,1,0,paraphrase
of,in,0,of,in,0,IN,IN,0,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Firstly,First,0,Firstly,First,0,NNP,NNP,1,1,bigrammar-wform
those,that,0,those,that,0,DET,IN,1,1,bigrammar-others
face-tracks,'face tracks',0,face-tracks,'face track',0,JJ,'NN POS',1,1,typo-spelling
Secondly,Second,0,Secondly,Second,0,RB,NNP,1,1,bigrammar-wform
'recorded are','recorded were',0,'record be','record be',1,'JJ POS','JJ PPR',1,0,bigrammar-vtense
during,over,0,during,over,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
face-track,'face track',0,face-track,'face track',0,JJ,'NN POS',1,0,typo-spelling
',',?,0,',',?,0,PPR,?,0,0,unaligned
face-tracks,'face tracks',0,face-tracks,'face track',0,JJ,'NN POS',0,1,typo-spelling
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
themself,themselves,0,themself,themselves,0,NN,PRP,1,1,bigrammar-nnum
contain,reflect,0,contain,reflect,0,VB,VB,1,0,paraphrase
variation,variations,0,variation,variation,1,NN,NNS,1,1,bigrammar-nnum
during,over,0,during,over,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'to those Due reasons','For these reasons',0,'to those Due reason','For these reason',0,'TO DET NNP POS','IN DET POS',1,1,paraphrase
',',', which',0,',',', which',0,PPR,'PPC POS',1,1,paraphrase
'It results',resulted,0,'It result',result,0,'PRP POS',VBN,1,1,bigrammar-vtense
'drops of MAP(','decreased MAP(',0,'drop of MAP(','decrease MAP(',0,'NNS IN NN','VBD NN',1,1,para-colocation
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
on,in,0,on,in,0,IN,IN,1,0,bigrammar-prep
dataset,datasets,0,dataset,datasets,0,NN,NNS,1,1,bigrammar-nnum
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'to be used','use for',0,'to be use','use for',0,'TO VB PPR','NN POS',0,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'can be',is,0,'can be',be,0,'MD PPR',VBZ,1,0,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Euclidean,'Euclidean distance',0,Euclidean,'Euclidean distance',0,NNP,'NNP POS',0,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
And,'In addition',0,And,'In addition',0,CC,'IN POS',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
face-tracks,'tracks face',0,face-tracks,'track face',0,JJ,'NNS POS',1,1,typo-spelling
their,the,0,their,the,0,PRPS,DET,1,1,bigrammar-det
they,'the faces',0,they,'the face',0,PRP,'DET POS',0,0,paraphrase
'are belong',belong,0,'be belong',belong,0,'VBP PPR',VB,0,1,paraphrase
one,that,0,one,that,0,CD,IN,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
It,This,0,It,This,0,PRP,DET,1,1,paraphrase
'of gap','in difference',0,'of gap','in difference',0,'IN POS','IN POS',1,1,paraphrase
on,in,0,on,in,0,IN,IN,0,1,bigrammar-prep
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
Since,Because,0,Since,Because,0,IN,IN,1,1,paraphrase
face-tracks,'face tracks',0,face-tracks,'face track',0,JJ,'NN POS',1,1,typo-spelling
face-track,'face track',0,face-track,'face track',0,JJ,'NN POS',1,1,typo-spelling
more,'greater a',0,more,'greater a',0,JJR,'JJR POS',1,1,paraphrase
face-tracks,'tracks face',0,face-tracks,'track face',0,JJ,'NNS POS',1,1,typo-spelling
About,Regarding,0,About,Regarding,0,IN,VBG,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Since,Because,0,Since,Because,0,IN,IN,1,1,paraphrase
use,uses,0,use,use,1,NN,NNS,1,1,bigrammar-inter
facetrack,'face track',0,facetrack,'face track',0,NN,'NN POS',1,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'On the contrary','In contrast',0,'On the contrary','In contrast',0,'IN DET PPR','IN POS',1,1,paraphrase
'is set',set,0,'be set',set,0,'VBZ POS',NN,1,1,paraphrase
facetrack,'face track',0,facetrack,'face track',0,NN,'NN POS',1,0,typo-spelling
'are selected',selected,0,'be select',select,0,'VBP PPR',JJ,0,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
facetrack,'face track',0,facetrack,'face track',0,NN,'NN POS',1,1,typo-spelling
Meanwhile,However,0,Meanwhile,However,0,RB,RB,1,1,paraphrase
expensive,high,0,expensive,high,0,JJ,JJ,1,1,paraphrase
'to perform',of,0,'to perform',of,0,'TO PPR',IN,1,1,paraphrase
'high dimensional',high-dimensional,0,'high dimensional',high-dimensional,0,'JJ POS',JJ,1,1,typo-spelling
On,In,0,On,In,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
theirs,the,0,theirs,the,0,PRP,DET,1,1,bigrammar-det
afterwards,upward,0,afterwards,upward,0,RB,RB,1,1,bigrammar-prep
Since,Because,0,Since,Because,0,IN,IN,1,0,paraphrase
'keep increasing','further increasing',0,'keep increase','far increase',0,'VB PPR','JJ PPR',0,1,paraphrase
'obtain imporant accuracy to improvement','improve accuracy',0,'obtain imporant accuracy to improvement','improve accuracy',0,'VB NN NN TO POS','VB POS',1,1,paraphrase
expensive,'increases the',0,expensive,'increase the',0,JJ,'NNS POS',1,1,paraphrase
'to investigate','for investigating',0,'to investigate','for investigate',0,'TO PPR','IN PPR',1,1,paraphrase
costs,cost,0,cost,cost,1,NNS,NN,1,1,bigrammar-inter
compared,'in comparison',0,compare,'in comparison',0,VBN,'IN POS',1,1,paraphrase
'We report in',shows,0,'We report in',show,0,'PRP NN POS',NNS,0,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
separated,divided,0,separate,divide,0,JJ,VBN,1,1,paraphrase
presents,'refers to',0,present,'refer to',0,NNS,'VBZ PPR',1,0,paraphrase
'for preprocessing','to preprocess',0,'for preprocessing','to preprocess',0,'IN PPR','TO POS',1,0,paraphrase
face-tracks,'face tracks',0,face-tracks,'face track',0,JJ,'NN POS',0,1,typo-spelling
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
With,In,0,With,In,0,IN,IN,1,1,bigrammar-prep
facetracks,'face tracks',0,facetracks,'face track',0,NNS,'NN POS',0,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
'it indicates time for','preprocessing includes',0,'it indicate time for','preprocessing include',0,'PRP VBZ NN POS','JJ PPR',1,1,paraphrase
face-tracks,'face tracks',0,face-tracks,'face track',0,JJ,'NN POS',1,1,typo-spelling
for,over,0,for,over,0,IN,IN,1,1,bigrammar-prep
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
second.,seconds.,0,second.,seconds.,0,PP,PP,1,1,bigrammar-inter
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
'According to','As shown in',0,'According to','As show in',0,'VBG PPR','IN VBN POS',1,1,paraphrase
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
suggest,suggests,0,suggest,suggest,1,VB,VBZ,1,1,bigrammar-others
presentative,representative,0,presentative,representative,0,NN,NN,1,1,typo-spelling
tempo,'sampling is better than that based on clustering in terms of both accuracy and efficiency',0,tempo,'sample be good than that base on cluster in term of both accuracy and efficiency',0,NN,'JJ VBZ RB IN IN VBN IN VBG IN NNS IN DET NN CC POS',0,1,paraphrase
hundred,hundreds,0,hundred,hundred,1,CD,NNS,1,0,bigrammar-nnum
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
take,takes,0,take,take,1,VB,VBZ,1,1,bigrammar-inter
on,in,0,on,in,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'The gap with','between our approach and',0,'The gap with','between our approach and',0,'DET NN POS','IN PRPS NN PPS',0,1,paraphrase
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
it,'Faces.Temporal k-',0,it,'Faces.Temporal k-',0,PRP,'NNP NN',1,1,paraphrase
achieve,achieved,0,achieve,achieve,1,VB,VBN,1,1,bigrammar-vtense
On,In,0,On,In,0,IN,IN,1,0,bigrammar-prep
our,?,0,our,?,0,PRPS,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
concern,question,0,concern,question,0,NN,NN,1,0,paraphrase
perform,performed,0,perform,perform,1,VB,VBN,1,1,bigrammar-vtense
on,in,0,on,in,0,IN,IN,1,0,bigrammar-prep
is,was,0,be,be,1,VBZ,VBD,0,1,bigrammar-vtense
our,?,0,our,?,0,PRPS,?,0,0,mogrammar-det
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'This is due to','The reason for this is',0,'This be due to','The reason for this be',0,'DET VBZ JJ PPR','DET NN IN DET PPR',1,1,paraphrase
face-tracks,'face tracks',0,face-tracks,'face track',0,JJ,'NN POS',0,0,typo-spelling
on,in,0,on,in,0,IN,IN,0,0,bigrammar-det
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-others
on,in,0,on,in,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
face-track,'face track',0,face-track,'face track',0,JJ,'NN POS',1,1,typo-spelling
in,of,0,in,of,0,IN,IN,1,1,bigrammar-prep
demonstrate,show,0,demonstrate,show,0,VB,NN,1,1,paraphrase
archiving,achieving,0,archive,achieve,0,VBG,VBG,1,1,typo-spelling
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
contributions,contribution,0,contribution,contribution,1,NNS,NN,1,1,bigrammar-wform
3-fold,threefold,0,3-fold,threefold,0,JJ,RB,1,1,typo-spelling
Firstly,First,0,Firstly,First,0,NNP,NNP,1,1,bigrammar-wform
presented,present,0,present,present,1,VBN,JJ,1,0,bigrammar-vtense
face-tracks,'face tracks',0,face-tracks,'face track',0,JJ,'NN POS',1,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
that,these,0,that,these,0,IN,DET,1,1,paraphrase
bypass,overcome,0,bypass,overcome,0,NN,VB,1,0,paraphrase
the,these,0,the,these,0,DET,DET,0,1,bigrammar-det
for,'to achieve',0,for,'to achieve',0,IN,'TO PPR',1,1,paraphrase
Secondly,Second,0,Secondly,Second,0,RB,NNP,1,1,bigrammar-wform
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
'and achive','while achieving',0,'and achive','while achieve',0,'CC POS','IN PPR',1,1,paraphrase
to,with,0,to,with,0,TO,IN,1,1,bigrammar-prep
Thirdly,Third,0,Thirdly,Third,0,NNP,NNP,0,1,bigrammar-wform
retreival,retrieval,0,retreival,retrieval,0,NN,NN,1,1,typo-spelling
'whose scale','of such scales that',0,'whose scale','of such scale that',0,'NN POS','IN JJ NNS POS',1,1,paraphrase
'not ever.',never,0,'not ever.',never,0,'RB NN',RB,1,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
faciliate,facilitate,0,faciliate,facilitate,0,NN,VB,1,1,typo-spelling
of,in,0,of,in,0,IN,IN,1,0,bigrammar-prep
an,?,0,an,?,0,DET,?,0,0,mogrammar-det
database,databases,0,database,database,1,NN,NNS,1,1,bigrammar-nnum
introduces,shows,0,introduce,show,0,VBZ,NNS,1,1,paraphrase
'So that','In this way',0,'So that','In this way',0,'RB POS','IN DET POS',1,1,paraphrase
matched,matching,0,match,match,1,VBN,JJ,1,1,bigrammar-wform
introduce,describe,0,introduce,describe,0,VB,VB,1,1,paraphrase
occurences,occurrences,0,occurences,occurrence,0,NNS,NNS,1,1,typo-spelling
over,in,0,over,in,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-prep
occurences,occurrences,0,occurences,occurrence,0,NNS,NNS,1,1,typo-spelling
intial,initial,0,intial,initial,0,NN,JJ,1,1,typo-spelling
opmization,optimization,0,opmization,optimization,0,NN,NN,1,1,typo-spelling
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
a,?,0,a,?,0,DET,?,0,0,mogrammar-det
promissing,promising,0,promissing,promise,0,VBG,JJ,0,1,typo-spelling
With,'Thanks to',0,With,'Thanks to',0,IN,'NNS PPR',1,1,paraphrase
'As a result',resulting,0,'As a result',result,0,'IN DET POS',VBG,0,0,paraphrase
the,The,0,the,The,0,DET,DET,0,0,bigrammar-det
creates,'has created',0,create,'have create',0,VBZ,'VBZ PPR',0,0,bigrammar-vtense
the,an,0,the,an,0,DET,DET,0,1,bigrammar-det
needs,need,0,need,need,1,NNS,NN,1,1,bigrammar-others
'searching images','images searching of ways effective',0,'search image','image search of ways effective',0,'VBG POS','NNS VBG IN NNS PPR',1,1,paraphrase
of,?,0,of,?,0,IN,?,0,0,unaligned
'of image search','Moreover image search has gained interest in recent years applications of range wide and importance its because of',0,'of image search','Moreover image search have gain interest in recent years application of range wide and importance it because of',0,'IN NN POS','RB NN NN VBZ VBN NN IN JJ NNS NNS IN NN JJ CC NN PRPS IN POS',0,0,paraphrase
'is represented by',is,0,'be represent by',be,0,'VBZ VBN POS',VBZ,1,0,paraphrase
works,studies,0,work,study,0,NNS,NNS,0,1,paraphrase
'on great interest with','an eye to with',0,'on great interest with','an eye to with',0,'IN JJ NN POS','DET NN TO POS',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,their,0,?,their,0,?,PRPS,0,0,mogrammar-det
because,that,0,because,that,0,IN,IN,1,1,paraphrase
the,a,0,the,a,0,DET,DET,1,0,bigrammar-det
search,'search to',0,search,'search to',0,NN,'NN PPR',1,0,bigrammar-wform
tackle,'tackle decided to',0,tackle,'tackle decide to',0,VB,'VB VBN PPR',1,1,paraphrase
of,in,0,of,in,0,IN,IN,1,0,bigrammar-det
database,databases,0,database,database,1,NN,NNS,1,1,bigrammar-nnum
expected,envisioned,0,expect,envision,0,VBN,VBN,1,1,paraphrase
our,?,0,our,?,0,PRPS,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
clarify,'show in',0,clarify,'show in',0,VB,'NN POS',1,1,paraphrase
higher,larger,0,higher,larger,0,JJR,JJR,1,1,paraphrase
supports,helps,0,support,help,0,NNS,VBZ,1,1,paraphrase
but,besides,0,but,besides,0,CC,IN,1,1,paraphrase
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
is,'tends to be',0,be,'tend to be',0,VBZ,'VBZ TO PPR',1,1,paraphrase
requires,'would incur',0,require,'would incur',0,VBZ,'MD PPR',1,0,paraphrase
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
'not trivial','a not trivial task',0,'not trivial','a not trivial task',0,'RB PPR','DET RB JJ POS',1,1,paraphrase
'such as',in,0,'such as',in,0,'JJ POS',IN,1,1,paraphrase
'scale changes',scale,0,'scale change',scale,0,'NN POS',NN,0,1,paraphrase
scanning,'scanning cost the of',0,scan,'scan cost the of',0,VBG,'VBG NN DET POS',1,0,paraphrase
over,?,0,over,?,0,IN,?,0,0,unaligned
in,of,0,in,of,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'matching regions','matching regions the task of',0,'match region','match region the task of',0,'JJ POS','JJ NNS DET NN POS',1,0,paraphrase
under,with,0,under,with,0,IN,IN,1,0,bigrammar-det
variations,'variations above',0,variation,'variation above',0,NNS,'NNS POS',0,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
is,'is to devise',0,be,'be to devise',0,VBZ,'VBZ TO PPR',1,1,paraphrase
occurences,occurrences,0,occurences,occurrence,0,NNS,NNS,1,1,typo-spelling
over,in,0,over,in,0,IN,IN,1,1,bigrammar-prep
'advantages come','advantage comes',0,'advantage come','advantage come',1,'NNS PPR','NN PPR',0,1,bigrammar-inter
'our of approach','our use in of',0,'our of approach','our use in of',0,'PRPS IN POS','PRPS NN IN POS',0,0,paraphrase
an,the,0,an,the,0,DET,DET,1,1,bigrammar-det
use,'use decided to',0,use,'use decide to',0,NN,'NN VBN PPR',1,1,paraphrase
the,this,0,the,this,0,DET,DET,1,1,bigrammar-det
other,a,0,other,a,0,JJ,DET,1,1,bigrammar-det
reduces,reduce,0,reduce,reduce,1,VBZ,VB,1,0,bigrammar-inter
contains,containing,0,contain,contain,1,VBZ,VBG,1,1,bigrammar-wform
contains,containing,0,contain,contain,1,VBZ,VBG,1,1,bigrammar-wform
'Finding occurences of all candidate items in the database','This task',0,'Finding occurences of all candidate item in the database','This task',0,'NNP NNS IN DET NN NNS IN DET POS','DET POS',1,1,paraphrase
equally,equivalently,0,equally,equivalently,0,RB,RB,1,1,bigrammar-wform
knowing,'knowing that',0,know,'know that',0,VBG,'VBG POS',1,1,bigrammar-others
sufficient,sufficiently,0,sufficient,sufficiently,0,JJ,RB,1,1,bigrammar-wform
occurences,occurrences,0,occurences,occurrence,0,NNS,NNS,0,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'insights these','insight this',0,'insight these','insight this',0,'NNS POS','NN POS',1,1,bigrammar-nnum
'make boost an','can boost',0,'make boost an','can boost',0,'VB NN POS','MD POS',1,0,paraphrase
another,again,0,another,again,0,DET,RB,1,0,paraphrase
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
'describe to',describing,0,'describe to',describe,0,'VB PPR',VBG,1,1,paraphrase
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
Works,Work,0,Works,Work,0,NNP,NNP,1,1,bigrammar-nnum
'to respect With','On the topic of',0,'to respect With','On the topic of',0,'TO NN POS','IN DET NN POS',1,1,paraphrase
'user interest','user particular interest \'s',0,'user interest','user particular interest \s',0,'NN POS','NN JJ NN PPR',0,0,paraphrase
'in an',inthe,0,'in an',inthe,0,'IN POS',NN,0,1,bigrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
aim,aims,0,aim,aim,1,NN,NNS,1,1,bigrammar-nnum
firstly,first,0,firstly,first,0,RB,JJ,1,0,bigrammar-wform
'figuring out',identifying,0,'figure out',identify,0,'VBG POS',VBG,0,1,paraphrase
for,'to make',0,for,'to make',0,IN,'TO PPR',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
by,?,0,by,?,0,IN,?,0,0,mogrammar-prep
costs,cost,0,cost,cost,1,NNS,NN,1,0,bigrammar-others
for,of,0,for,of,0,IN,IN,0,1,bigrammar-prep
which,that,0,which,that,0,WDT,IN,0,1,bigrammar-others
but,'but not',0,but,'but not',0,CC,'CC PPR',0,0,paraphrase
'arise accordingly',incurs,0,'arise accordingly',incur,0,'VB PPR',NNS,0,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,in,0,?,in,0,?,IN,0,0,mogrammar-prep
works,studies,0,work,study,0,NNS,NNS,1,1,paraphrase
Recommend-Me,ours,0,Recommend-Me,ours,0,JJ,PRP,1,0,paraphrase
'proposed by','that of',0,'propose by','that of',0,'JJ POS','IN POS',1,1,paraphrase
which,that,0,which,that,0,WDT,IN,0,0,bigrammar-others
simultanously,simultaneously,0,simultanously,simultaneously,0,RB,RB,0,1,typo-spelling
for,to,0,for,to,0,IN,TO,1,1,bigrammar-prep
our,?,0,our,?,0,PRPS,?,0,0,mogrammar-det
'formulation suggestion','formulating the suggestion',0,'formulation suggestion','formulate the suggestion',0,'NN POS','VBG DET POS',1,0,paraphrase
'in searching facilitating','search helping for',0,'in search facilitate','search help for',0,'IN VBG PPR','NN VBG POS',1,1,paraphrase
the,their,0,the,their,0,DET,PRPS,1,1,bigrammar-det
'query ambiguity formulation','their tendency to formulate ambiguous queries',0,'query ambiguity formulation','their tendency to formulate ambiguous query',0,'NN NN POS','PRPS NN TO VB JJ POS',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
supports,helps,0,support,help,0,NNS,VBZ,1,1,paraphrase
their,?,0,their,?,0,PRPS,?,0,0,mogrammar-det
towards,at,0,towards,at,0,IN,IN,1,0,bigrammar-prep
its,'this sort of',0,it,'this sort of',0,PRPS,'DET NN POS',0,1,paraphrase
works,work,0,work,work,1,NNS,NN,1,0,bigrammar-nnum
for,on,0,for,on,0,IN,IN,0,1,bigrammar-prep
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
differentiated,'differentiated from the other studies',0,differentiate,'differentiate from the other study',0,JJ,'JJ IN DET JJ POS',1,1,paraphrase
'the way',that,0,'the way',that,0,'DET POS',IN,1,1,paraphrase
Meanwhile,'In contrast',0,Meanwhile,'In contrast',0,RB,'IN POS',1,1,paraphrase
set,sets,0,set,set,1,NN,NNS,1,1,bigrammar-nnum
branch-and-bound,'branch-and-bound context of the',0,branch-and-bound,'branch-and-bound context of the',0,JJ,'JJ NN IN POS',0,1,paraphrase
doubled,doubles,0,double,double,1,VBN,VBZ,1,1,bigrammar-wform
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
?,in,0,?,in,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
ours,Recommend-Me,0,ours,Recommend-Me,0,PRP,JJ,0,0,paraphrase
'not share approach do common','differ in that they have different approaches',0,'not share approach do common','differ in that they have different approach',0,'RB NN NN VB PPR','VB IN IN PRP VB JJ POS',0,1,paraphrase
construct,constructing,0,construct,construct,1,VB,VBG,1,0,bigrammar-wform
compute,computing,0,compute,compute,1,VB,NN,1,1,bigrammar-wform
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
'our proposed approaches for finding','how we find',0,'our propose approach for find','how we find',0,'PRPS JJ NNS IN POS','WRB PRP PPR',1,1,paraphrase
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
our,the,0,our,the,0,PRPS,DET,1,1,bigrammar-det
4,four,0,4,four,0,CD,CD,1,1,typo-spelling
'selection item','Select items',0,'selection item','Select item',0,'NN POS','NNP POS',0,1,paraphrase
for,in,0,for,in,0,IN,IN,1,0,bigrammar-prep
further,'the subsequent',0,far,'the subsequent',0,JJ,'DET PPR',0,1,paraphrase
'get attracted',attracted,0,'get attract',attract,0,'VB PPR',VBN,1,1,paraphrase
oversegmenting,over-segmenting,0,oversegmenting,over-segmenting,0,VBG,JJ,1,1,typo-spelling
'greedy algorithm','greedy search algorithm',0,'greedy algorithm','greedy search algorithm',0,'JJ POS','JJ NN POS',1,0,paraphrase
which,that,0,which,that,0,WDT,IN,1,1,paraphrase
region,regions,0,region,region,1,NN,NNS,1,1,bigrammar-nnum
'is considered','are considered',0,'be consider','be consider',1,'VBZ PPR','VBP PPR',1,0,bigrammar-inter
as,'to be',0,as,'to be',0,IN,'TO PPR',1,1,paraphrase
Finding,Find,0,Finding,Find,0,NNP,VBP,1,1,bigrammar-wform
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
is,'will be',0,be,'will be',0,VBZ,'MD PPR',1,1,bigrammar-vtense
sufficient,sufficiently,0,sufficient,sufficiently,0,JJ,RB,1,1,bigrammar-wform
perform,use,0,perform,use,0,VB,NN,1,0,paraphrase
our,the,0,our,the,0,PRPS,DET,0,0,bigrammar-det
an,?,0,an,?,0,DET,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Grouping,Group,0,Grouping,Group,0,NNP,NNP,1,1,bigrammar-wform
occurences,occurrences,0,occurences,occurrence,0,NNS,NNS,1,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
several,'several likely',0,several,'several likely',0,JJ,'JJ PPR',1,1,paraphrase
highly,that,0,highly,that,0,RB,IN,1,1,paraphrase
merging,'merging done',0,merge,'merge do',0,VBG,'VBG PPR',0,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
They,'These regions',0,They,'These region',0,PRP,'DET POS',1,0,paraphrase
'perceived are','perceived be would',0,'perceive be','perceive be would',0,'VBN POS','VBN VB PPR',0,1,bigrammar-vtense
'human being',users,0,'human be',user,0,'JJ PPR',NNS,1,1,paraphrase
for,'so that will be',0,for,'so that will be',0,IN,'RB IN MD PPR',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Formulating,Formulate,0,Formulating,Formulate,0,VBG,VB,1,1,bigrammar-wform
introduce,show,0,introduce,show,0,VB,NN,0,1,paraphrase
?,A,0,?,A,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
introduce,describe,0,introduce,describe,0,VB,VB,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
With,'By using',0,With,'By use',0,IN,'IN PPR',1,0,paraphrase
a,the,0,a,the,0,DET,DET,0,1,bigrammar-det
propose,'propose hence',0,propose,'propose hence',0,VB,'VB PPR',1,1,paraphrase
for,'to solve',0,for,'to solve',0,IN,'TO PPR',1,1,paraphrase
processs,process,0,process,process,1,NNS,NN,1,1,typo-spelling
spaces,space,0,space,space,1,NNS,NN,1,1,bigrammar-nnum
eliminated,'have been eliminated',0,eliminate,'have be eliminate',0,VBN,'VB VBN PPR',1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'known as','this is called',0,'know as','this be call',0,'VBN POS','DET VBZ PPR',0,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
that,'which for',0,that,'which for',0,IN,'WDT POS',0,1,paraphrase
Parts,'parts Those',0,Parts,'part Those',0,NNP,'NNS POS',1,1,paraphrase
So,Thus,0,So,Thus,0,IN,RB,1,1,paraphrase
